name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
Buzz Farming,B2,Farm,BSquared,193554218.0392265,2.166101376133426,-5.092025717024285,0.0
Meteora DLMM,MET,Dexs,Solana,193532616.2849653,3.7578505451088233,1.47144724038246,0.0
Bitunix,-,CEX,"Bitcoin, Ethereum, Tron, Solana, Binance, Avalanche, Base, Litecoin, Ripple, Polygon, Arbitrum, TON, Optimism, Cardano",192655507.21397677,3.669153731683238,0.342023641199134,0.0
Dolomite,DOLO,Lending,"Ethereum, Berachain, Arbitrum, Mantle, Polygon zkEVM, Botanix, X Layer",192233263.0255809,0.832501095178344,23.8763347925006,0.0
Marinade Native,MNDE,Staking Pool,Solana,184167060.87670282,7.0874971386073184,2.2055559914856815,0.0
Marinade Liquid Staking,MNDE,Liquid Staking,Solana,182174739.10423094,8.011023342572116,3.182905545035368,0.0
Cooler Loans,OHM,Lending,Ethereum,182000022.85565254,0.16509553741362026,-0.9936027621468639,0.0
Huma Finance V2,-,Yield,Solana,180419968.15145582,0.6586209035001076,6.70464855576482,0.0
stHYPE,-,Liquid Staking,Hyperliquid L1,180086493.44169033,1.7370256789400713,-5.024390539029355,0.0
Hyperliquid Spot Orderbook,HYPE,Dexs,Hyperliquid L1,179845091.08012885,7.891878667873158,3.7969109868279958,0.0
Mellow Core,-,Onchain Capital Allocator,"Ethereum, RSK, Mezo, Monad",177860678.8240697,2.461658354497672,32.08450638702345,0.0
Stacks sBTC,-,Bridge,Bitcoin,177783053.97336122,2.352893713892442,-5.2724994388967446,0.0
WEEX,WXT,CEX,"Ethereum, Bitcoin, Tron, Base, TON, Optimism, Binance, Arbitrum, Avalanche, Polygon, Solana",177659672.66226658,-0.11411523017039826,-5.96999502049475,0.0
DigiFT,-,RWA,"Ethereum, Plume Mainnet, Arbitrum, Binance",176908420.79929924,-1.6972574826123008,-2.2318220005014524,0.0
Saturn,-,Stablecoin Wrapper,Ethereum,172277578.96106923,-3.5083030228627194,-13.04099692258211,0.0
B2 Buzz,B2,Canonical Bridge,"Bitcoin, Ethereum, Polygon, Binance",172050878.6848478,2.7569737108242123,-26.959373645953605,0.0
FAssets,-,Bridge,"Ripple, Flare",171760401.11584008,4.409971765268523,-7.332974355686133,0.0
Tonstakers LSD,-,Liquid Staking,TON,171400382.14131021,8.236615038631427,10.168096391374547,0.0
Defi Saver Asset Management,-,CDP Manager,"Ethereum, Arbitrum, Optimism, Base",168275534.03959164,-6.764546480266105,-16.374040228795224,0.0
GMX V2 Perps,GMX,Derivatives,"Arbitrum, Avalanche, MegaETH, Botanix",168079145.04534543,0.4349496062382485,-2.9137606951221784,0.0
ether.fi Liquid,ETHFI,Onchain Capital Allocator,Ethereum,164687041.6322029,2.3065171892827863,-6.137675787900363,0.0
Fraxtal,FXTL,Chain,Ethereum,163623013.1237546,0.9397311681809981,-1.496788489049024,0.0
Lorenzo sUSD1+,-,Yield,"Binance, Ethereum",163273112.65064472,1.4527265362850699,16.43192482109876,0.0
Aerodrome Slipstream,AERO,Dexs,Base,163207320.0937618,4.531965569582525,-1.0445559396320476,0.0
Starknet Bridge,STRK,Canonical Bridge,Ethereum,158984999.06358165,1.0686315052727053,-11.953471748130468,0.0
Noble,-,Chain,Noble,157038331.33896244,-0.4772866161918472,0.7103114440446348,0.0
RealT Tokens,REG,RWA,xDai,156793005.69110614,0.010851547378194937,0.01002202164785615,0.0
VALR,-,CEX,"Bitcoin, Ethereum, Ripple, Tron, Solana, Avalanche, Binance",153597344.19785526,2.95487051929868,2.027298068257167,0.0
Benqi Staked Avax,QI,Liquid Staking,Avalanche,152452218.46120268,8.698820797618438,-2.7684365766687904,0.0
KPK,KPK,Risk Curators,"Ethereum, xDai, Arbitrum, Base, Binance, Optimism, Polygon",150758007.07300296,1.4669827948436023,-6.428419037694638,0.0
Bitwise USCC,-,Basis Trading,"Ethereum, Solana, Plume Mainnet",150045822.23789376,-1.7269249617147153,-16.117880987888455,0.0
Telos Consilium,-,Risk Curators,"Plasma, Ethereum",149904673.2244953,0.14766012897872827,3.5309344391303767,0.0
Solv Basis Trading,SOLV,Basis Trading,"Binance, Soneium, Arbitrum, Ethereum, Mantle, Polygon, Solana, Merlin",149332765.92609125,1.503260371610196,-4.946919479627624,0.0
Aave V4,AAVE,Lending,Ethereum,147674090.08847773,4.626465646153761,5.205581221167563,0.0
Sanctum Infinity,CLOUD,Dexs,Solana,146409985.04060724,8.693066713610392,3.064635479988766,0.0
PinkSale,PINKSALE,Launchpad,"Binance, Ethereum, Polygon, Cronos, Avalanche, Fantom",141240914.39710134,,,0.0
Yearn Finance,YFI,Yield Aggregator,"Ethereum, Katana, Base, Optimism, Polygon, Arbitrum, Fantom",141108489.00794715,0.8559597493506601,-3.5041924532457926,0.0
CoinEx,CET,CEX,"Bitcoin, Ethereum, Tron, Starknet",139011865.7748099,0.5711637528795137,-7.5830402444509275,0.0
Clearstar,-,Risk Curators,"Flare, Base, Ethereum, Monad, Hyperliquid L1, Hemi, Starknet, Arbitrum, Katana, Unichain, Polygon",138837361.82224032,2.6930010987363744,-1.2996511124974148,0.0
Extended Perps,-,Derivatives,"Starknet, Ethereum",136681640.20968163,-0.08458911908387279,-1.2298005507683172,0.0
Axelar,AXL,Bridge,"Ethereum, Binance, Ripple, Optimism, Fantom, Arbitrum, Polygon, Regen, Avalanche, Osmosis, Cosmos, Stride, Celestia, Agoric, Base, Persistence, Chihuahua, Secret, Sei, Mantle, Juno, XRPL EVM, Carbon, Umee, Evmos, Kujira, Migaloo, Stargaze, Archway, Dymension, Injective, Neutron, Terra2, XPLA, Aurora, Immutable zkEVM, Moonbeam, Scroll, Celo, Fraxtal, Linea, Blast, Kava, Filecoin",135275709.36811543,1.9135009720760507,-3.7061166245974846,0.0
exSat Staking BTC,-,Bridge,Bitcoin,132686267.52152841,5.373969272260169,-9.79874035893586,0.0
Bitrue,-,CEX,"Ripple, Ethereum, Tron, Hedera, Solana, XDC, Bitcoin, Binance, Flare, Cosmos, Polygon, VeChain, Mantle, Scroll, Linea, zkSync Era, Cardano, CORE, Taiko, Sui, Polkadot",131633353.84534368,0.42152047190025144,-12.32532073172672,0.0
Lagoon,-,Onchain Capital Allocator,"Ethereum, Arbitrum, Base, TAC, Avalanche, Hyperliquid L1, Plasma, Linea, Monad, Optimism, Katana, Sonic, Mantle, Polygon, Berachain, World Chain, Unichain",130953265.58050515,-0.019816721718285635,-3.64669350961276,0.0
Mantle Bridge,MNT,Canonical Bridge,Ethereum,130350655.35172221,-3.845833025624117,-26.098637336596227,0.0
Balancer V3,BAL,Dexs,"Ethereum, Monad, Arbitrum, Hyperliquid L1, Base, Avalanche, Plasma, Optimism, xDai",129584878.6723738,3.8035295170865737,19.47741549866234,0.0
CoinDCX,-,CEX,"Bitcoin, Ethereum, Ripple, Cardano, Binance, Tron, Litecoin, Avalanche, Solana, Arbitrum, Polygon, Optimism, Fantom",129570519.12781116,2.949543260867543,-6.082599098826023,0.0
EtherFi Borrowing Market,ETHFI,Lending,"Optimism, Scroll",127955927.44559775,-11.09423677067005,-14.52927297990226,0.0
GAIB,-,RWA,"Ethereum, Sei, Arbitrum, Binance, Base, Story",126439026.7655071,0.012526514236753883,-0.018810200742123584,0.0
Kamino Liquidity,KMNO,Liquidity Manager,Solana,124101976.68769695,-0.4133792917504593,-3.2023467190180526,0.0
Avalanche Core Bridge,AVAX,Canonical Bridge,"Ethereum, Bitcoin",123834467.36635362,1.0184918313877063,10.547730160380837,0.0
Midas RWA,-,RWA,"Ethereum, Plasma, Monad, Arbitrum, Hyperliquid L1, Base, Etherlink, Plume Mainnet, RSK, Flare, Binance, Optimism, Solana, Linea, Sonic, Katana, Unichain, TAC, Avalanche, Mantle, Ink, Celo, Sei, Berachain, 0G, Polygon, XRPL EVM, Sui, Sapphire, Scroll, Bitcoin",123348045.55999999,9.02686673683533,9.431798539301539,0.0
Biconomy.com,BIT,CEX,"Ethereum, Polygon, Tron, Bitcoin",122381408.61324899,2.3783959576498575,-5.121689371147539,0.0
NAVI Lending,NAVX,Lending,Sui,121857797.20690025,2.4808462918054204,-3.2052081045404606,0.0
Blend Pools V2,-,Lending,Stellar,119858518.83092688,0.9074648218298194,-14.855098501654325,0.0
Aerodrome V1,AERO,Dexs,Base,117902522.03400159,3.4088528417635757,-2.7832214984341874,0.0
Tectonic,TONIC,Lending,Cronos,117628536.65089564,0.32811716789957757,-0.650244499379184,0.0
Liquity V1,LQTY,CDP,Ethereum,117295959.62650129,3.564704142176282,-7.824793803256583,0.0
Hyperithm,-,Risk Curators,"Ethereum, Monad, Solana, Arbitrum, Plasma, Stable, Hyperliquid L1, Katana, XRPL EVM, Binance",115764067.87681602,12.224058863177618,-3.025356677962975,0.0
Apollo Diversified Credit Securitize Fund,-,RWA,"Ethereum, Solana, Aptos, Sei, Ink, Avalanche, Polygon",114884604.76905641,0.029422596999538086,0.18421750990941632,0.0
Frax USD,FRAX,RWA,Ethereum,114669705.55315602,-0.31656040009198705,-1.7338544426351348,0.0
Fluid Lite,FLUID,Yield Aggregator,Ethereum,113503462.02951811,-0.6773924976620833,-9.20443208685164,0.0
Sky Money,SKY,Risk Curators,Ethereum,113487153.58650455,-2.9733335569483472,-3.4052893340359276,0.0
Aster USDF,ASTER,Basis Trading,Binance,113194405.37626715,0.1085419184583003,-1.4913032767467627,0.0
Yield Basis,YB,Leveraged Farming,Ethereum,112224468.4827228,1.8636509960455356,-7.046188430131352,0.0
Phantom SOL,-,Liquid Staking,Solana,111292011.10652272,8.12661196962577,3.551191688206387,0.0
Derive V2,DRV,Derivatives,"Hyperliquid L1, Optimism, Base, Arbitrum, Ethereum, Blast, Mode",111213078.29294284,0.5913516506298606,-4.843977892618696,0.0
Homora V2,ALPHA,Leveraged Farming,"Ethereum, Binance, Avalanche, Fantom, Optimism",110273717.07445696,,,0.0
Mantle Index Four Fund,MI4,RWA,Mantle,110031823.15926248,0.5156030783252561,-4.369789576913561,0.0
RockawayX,-,Risk Curators,"Ethereum, Solana, Sei, Binance, Etherlink, Base, Plume Mainnet",109519441.30739519,-1.2855071120306434,-8.927874179414815,0.0
RAAC,-,RWA,Ethereum,107980176.61830893,2.1485241538423736,-1.8118586342628475,0.0
Aster asBNB,ASTER,Yield,Binance,107128437.16188942,1.2845511241496723,-6.463766783166932,0.0
Avant avUSD,-,Basis Trading,Avalanche,106212528.05515538,0.009834864504824736,-4.949531461937923,0.0
Beefy,BIFI,Yield Aggregator,"Ethereum, Base, Arbitrum, Binance, Monad, Fraxtal, Optimism, Polygon, Fantom, Avalanche, Cronos, Plasma, Hyperliquid L1, Metis, Sonic, MegaETH, Linea, RSK, Lisk, xDai, zkSync Era, Sei, Kava, Berachain, Moonbeam, Mantle, Aurora, Celo, Moonriver, Fuse, Mode, Oasis, Manta, Scroll, Harmony, Heco, Saga, Canto, re.al, Polygon zkEVM",106112853.2809554,0.650131506022646,-3.492710292204478,0.0
Suilend,SEND,Lending,Sui,105806527.56207347,3.744996507769784,-1.4173468108674,0.0
zkSync Era txBridge,-,Canonical Bridge,Ethereum,105114580.85768807,2.618427436856834,-7.287334367498161,0.0
Aave V2,AAVE,Lending,"Ethereum, Polygon, Avalanche",104187403.58833547,1.59088288330868,-3.5372193508459873,0.0
EtherFi Cash Liquid,ETHFI,Crypto Card Issuer,"Optimism, Scroll",103843156.24569452,1.7430959568330167,-18.09771399289329,0.0
Ember Protocol,-,Onchain Capital Allocator,"Ethereum, Pharos, Sui",103541321.72598828,-0.24442696687708576,-1.5815896381416508,0.0
Securitize Tokenized AAA CLO Fund,-,RWA,Ethereum,102354707.81181669,0.02586952749628324,0.06072359996895216,0.0
BloFin,-,CEX,"Ethereum, Tron, Bitcoin, Solana, Ripple, Binance, Optimism, Polygon, Arbitrum, Aptos, Base, Avalanche, Cardano, Litecoin, Doge, TON, Hyperliquid L1, Sonic, Mantle, Berachain, Algorand",100688088.6574505,-2.809351524132765,-5.22153394543929,0.0
UNCX Network V2,UNCX,Token Locker,"Ethereum, Binance, Base, Polygon, Arbitrum, Avalanche, xDai",100283200.31862485,3.1529931395797774,-6.476406445034044,0.0
Lofty,-,RWA,Algorand,99814438.41080205,0.00578741263088034,0.14589244656026779,0.0
R25,-,RWA,Pharos,98680987.65060693,0.42218992198847616,3.873195399385139,0.0
dYdX V4,dYdX,Derivatives,dYdX,98670144.04904161,0.2974247082138959,2.5545064708703933,0.0
Stake DAO,SDT,Yield,"Ethereum, Base, Arbitrum, Fraxtal, Polygon, Optimism, Avalanche, Sonic, Linea, xDai",97751160.3766762,-1.3623495580212648,-13.31897536453856,0.0
Doppler Finance,-,CeDeFi,"Ripple, Ethereum",97350392.80929224,3.3124663160047874,-7.3175599558651925,0.0
The Vault Liquid Staking,-,Liquid Staking,Solana,96410211.61539221,5.39991455849227,3.153558174323507,0.0
edgeX Bridge,EDGE,Bridge,"Ethereum, edgeX L1, Arbitrum, Binance",96027003.65860234,0.20928922762193736,-0.7710405912375222,0.0
Usual USD0,USUAL,RWA,Ethereum,95121514.73331471,0.0043222789741719225,0.028839991786526298,0.0
Theo Network thBill,-,RWA,"Arbitrum, Ethereum, Solana",95060325.89508934,0.009436365138640213,-17.349496121618614,0.0
Hyperlane,HYPER,Cross Chain Bridge,"Binance, Ethereum, Base, Arbitrum, Optimism, Polygon, Unichain, Hyperliquid L1, Avalanche, Ink, Linea, Plasma, BSquared, Metis, Blast, Mantle, Scroll, Mode, xDai, Zora, Swellchain, Mint, Celo, Sei, Sonic, Vana",95018587.11362004,4.435126265410446,-4.115265948455928,0.0
VVS Standard,VVS,Dexs,Cronos,94843352.5831484,0.4515178747930122,-4.547756449900092,0.0
JPool,-,Liquid Staking,Solana,93862783.75365664,8.086457069180057,4.084557434593037,0.0
Pionex,-,CEX,"Bitcoin, Binance, Ethereum, Arbitrum, Tron, Solana, Optimism, Avalanche",92365298.15624581,2.592927621350256,-5.0689881415072335,0.0
Aera V3,-,Onchain Capital Allocator,"Base, Ethereum",90524948.02621439,-0.3812015613438433,-5.7270576205377495,0.0
Frax Ether,FRAX,Liquid Staking,"Ethereum, Fraxtal",89679750.76301152,3.9701527450655334,-7.111591042835869,0.0
Renzo,REZ,Liquid Restaking,"Ethereum, Linea, Solana, Arbitrum, Zircuit, Mode, Base, Monad, Optimism, Blast, Fraxtal, Binance, Sei",89271732.26793861,2.257707830512331,-7.21642153071879,0.0
Ourbit,-,CEX,"Bitcoin, Solana, Binance, Ethereum, Tron, Arbitrum, Optimism, Avalanche",88087396.43468535,1.8178613716428345,-1.9371065007900228,0.0
Bybit Staked SOL,-,Liquid Staking,Solana,87885998.8077005,8.158355370302587,3.724103718720201,0.0
Marinade Select,MNDE,Staking Pool,Solana,87096275.9982407,8.099971230663442,8.429918464714788,0.0
fx Protocol,FXN,Dual-Token Stablecoin,Ethereum,86407720.32051417,2.374279874421447,-3.1857563220169567,0.0
Re7 Labs,-,Risk Curators,"World Chain, Avalanche, Plasma, Binance, Starknet, Plume Mainnet, Ethereum, Linea, Base, Sonic, Unichain, TAC, Polygon, BOB, Berachain",86087214.1563427,0.1246934972325704,-4.490100295971061,0.0
Compound V2,COMP,Lending,Ethereum,86028204.44063485,2.528804087051469,-5.438983730695384,0.0
Benqi Lending,QI,Lending,Avalanche,85796557.22746952,6.187235169278125,6.470275518360907,0.0
Bitlayer YBTC Family,-,Anchor BTC,"Bitcoin, Ethereum",84453784.76244609,2.784040538586382,-5.212034258889702,0.0
Vault Bridge,-,Risk Curators,Ethereum,83451391.92852835,1.1902669726211172,3.4262626971496957,0.0
Sky RWA,SKY,RWA,Ethereum,82603322.67866905,-0.5053879091988875,-1.0132724346163684,0.0
Avalon CeDeFi,-,Anchor BTC,Ethereum,81642395.98211376,0.08287006182223422,-4.481814535996762,0.0
Exponent V1,-,Yield,Solana,80652962.15371868,3.2199251051787883,12.092878128646262,0.0
NEAR Intents,-,Cross Chain Bridge,"Near, Ethereum, Bitcoin, Arbitrum, Tron, Binance, Polygon, xDai, Base, TON, Monad, Litecoin, Ripple, Doge, Avalanche, Optimism, Solana, Sui, Aptos, Dash, Cardano, Berachain, Stellar, X Layer, Aurora, ADI",80606094.00382546,1.3862760779914822,-14.998463264333168,0.0
Loopscale,-,Lending,Solana,79178356.59136598,,,0.0
Lulo,-,Yield Aggregator,Solana,78317420.33931276,0.00022124582427807127,0.03585439569204141,0.0
Railgun,RAIL,Privacy,"Ethereum, Arbitrum, Binance, Polygon",77716842.59611784,1.9437325024598522,-4.912211689854203,0.0
PancakeSwap Infinity,CAKE,Dexs,"Binance, Base",77634925.22442646,1.4638245455770686,4.105612601883351,0.0
BlazeStake,BLZE,Liquid Staking,Solana,76819769.73707087,8.238346103047434,7.6674130274871,0.0
SoSoValue Indexes,SOSO,Indexes,"Bitcoin, Ethereum, Solana, Ripple, Binance, Doge, Cardano, Hyperliquid L1",75842097.55972746,3.991562618668425,-5.198248340406693,0.0
Nexus Mutual,NXM,Insurance,Ethereum,75739091.68106203,3.0292685326859186,-5.919190063392833,0.0
Polygon zkEVM Bridge,-,Canonical Bridge,Ethereum,75315541.46325092,-1.2678400720028975,-2.825646731639182,0.0
River Omni-CDP,RIVER,CeDeFi,"Binance, Base, BSquared, Ethereum, BOB, Bitlayer, Hemi, X Layer, Arbitrum, Sonic, BEVM, Bitcoin",75142273.57736653,2.2501202491962857,-35.34653657073841,0.0
APX Bridge,ASTER,Bridge,"Binance, Ethereum, Arbitrum, Manta, Base, Op_Bnb, zkSync Era",74241730.79887958,0.503587368181698,1.0370673834648017,0.0
Mainstreet,-,Basis Trading,Ethereum,74194668.83147213,0.016377904351074335,-2.557075848537437,0.0
Enzyme Finance,MLN,Indexes,"Ethereum, Polygon, Arbitrum",73792224.16086644,1.5234207429412976,-4.495455628503294,0.0
Nest Credit,-,RWA,"Plume Mainnet, Solana, Ethereum",72074192.50234777,0.29647819772480943,15.261628571743202,0.0
Galaxy Curation,-,Risk Curators,"Ethereum, Base",71669647.77416292,0.46835087548817,-0.21042898099769047,0.0
Echo Bridge,-,Bridge,"BSquared, Bitcoin",71520476.0554223,2.514066175610381,-49.824038746027654,0.0
Stargate V2,STG,Cross Chain Bridge,"Binance, Ethereum, Arbitrum, Base, Optimism, Scroll, xDai, Avalanche, Mantle, Soneium, Kava, Abstract, Unichain, Metis, Aurora, Linea, Polygon, Sonic, LightLink, Hemi, Manta, Sei, Swellchain, Stable",71058733.68986021,0.379062740987564,-5.608295839505217,0.0
sDAI,sDAI,Yield,xDai,69897188.08216111,-0.07378830410652881,-0.9550619041701509,0.0
BYDFi,-,CEX,"Bitcoin, Ethereum, Ripple",69281152.6000663,2.371962126220396,-4.316525378667151,0.0
Liquity V2,LQTY,CDP,Ethereum,67015306.96387107,1.6874976053407522,-9.516494944440595,0.0
infiniFi,-,Yield,Ethereum,66954078.35221569,-0.2145681037757754,-14.759783313333699,0.0
Frankencoin,ZCHF,CDP,Ethereum,66860226.16981231,0.618754063950206,-3.6147552667730594,0.0
Strata Markets,-,Yield,Ethereum,66131708.69527197,-1.7963785077814691,-22.909838866595067,0.0
Tydro,-,Lending,Ink,65688960.85072624,2.599644090163224,4.331852564879313,0.0
Arrakis Modular,-,Liquidity Manager,"Ethereum, Base, Arbitrum, Plasma, Binance",64779017.003053054,0.8579279040735059,-5.69312301224511,0.0
Save,SAVE,Lending,"Solana, Eclipse",64607210.74871092,6.152808564240431,-2.9689948129353922,0.0
Firelight,-,Farm,Flare,64011444.89986812,3.374040191903987,-6.584206521745855,0.0
Felix Vaults,-,Onchain Capital Allocator,Hyperliquid L1,63909491.35719594,1.6016087040914329,-18.288921544539278,0.0
Yearn Curating,YFI,Risk Curators,"Ethereum, Katana, Base, Hyperliquid L1, Arbitrum",63832863.82339803,-0.7004464198818994,-5.966964418882384,0.0
Curvance,-,Lending,Monad,63017208.60428432,-0.5929515203313684,15.276865241012615,0.0
Helius Staked SOL,-,Liquid Staking,Solana,62929723.06030257,8.084680622689874,5.40528138844607,0.0
AILayer farm,AIL,Farm,"Bitcoin, zkLink",62660469.644491225,0.625239933299298,-4.955879810733066,0.0
Vishwa,-,Anchor BTC,Bitcoin,62435681.72890909,2.650000137289396,-5.350556291671651,0.0
Curve LlamaLend,CRV,Lending,"Ethereum, Arbitrum, Fraxtal, Optimism",61950758.008350655,0.1223455127181694,-1.5856905175295708,0.0
Zest V2,ZEST,Lending,Stacks,61274224.97586632,-1.4261360016369622,-12.419567422305889,0.0
BitFi BTC,-,Anchor BTC,AILayer,61213428.943861805,2.452998860919493,-5.042102909722217,0.0
KAIO,-,RWA,"Sui, Sei, Aptos, Immutable zkEVM, Near, Avalanche, Solana, Polygon, Cardano, Hedera, Ethereum, Mantra, Injective, XDC",60804303.11690315,0.00814878801995178,-0.012331269206868,0.0
Bitway Earn,BTW,Basis Trading,Binance,60601793.57213505,-0.10271339922709899,-0.5660427318254762,0.0
Edgevana,-,Liquid Staking,Solana,60483715.51308642,8.650553715870217,3.436535253682564,0.0
Concentrator,CTR,Yield,Ethereum,60289218.771527484,-0.14602344029648862,-4.590087672076308,0.0
stUSDT,STUSDT,RWA,"Tron, Ethereum",60230494.37133205,-0.07829800659368402,-0.024169749684517683,0.0
Toobit,-,CEX,"Ethereum, Bitcoin, Binance",60183199.84459519,1.4474915242566055,-3.04817771897099,0.0
MatrixDock XAUM,-,RWA,"Binance, Ethereum, Sui, Solana, Plume Mainnet",60068696.7006057,1.8813580399695837,-4.4997797960404995,0.0
DFDV Staked SOL,-,Liquid Staking,Solana,59307625.70346917,8.103358476184468,3.0940188220118614,0.0
Unitas,UP,Basis Trading,"Binance, Solana",58211818.35894899,-1.5933029106803502,-2.71859963451314,0.0
SolvBTC LSTs,-,Restaked BTC,"Ethereum, Bitcoin",58105727.49932095,0.34330864489288615,-4.572716334716546,0.0
Ostium,-,Derivatives,Arbitrum,57221578.06596547,4.925405697652835,-1.7002210784741436,0.0
ZEROBASE CeDeFi,ZBT,Basis Trading,"Binance, Ethereum, Arbitrum, Optimism, Polygon, Base, Avalanche",56030209.633658506,-0.050890404196195504,-0.8867161508328678,0.0
Reti Pooling,-,Staking Pool,Algorand,55989232.44823704,1.722715471660834,-8.439826042650253,0.0
Armitage by Wintermute,-,Risk Curators,Ethereum,55890759.7447017,-1.5319775446726425,-6.193540029392793,0.0
SUNSwap V1,SUN,Dexs,Tron,55636563.815270245,-1.774727859842912,-5.237049909826851,0.0
Reservoir Protocol,-,CDP,"Ethereum, Plasma, Monad, Solana, World Chain, Berachain, Binance, Tempo, Arbitrum, Base, Katana, Mantle, Hyperliquid L1, Optimism",55500537.59660423,-0.594521958921689,-3.720060019828324,0.0
VanEck Treasury Fund,-,RWA,"Binance, Ethereum, Solana, Avalanche",55380192.469655,0.009300001876582087,-17.484329994017685,0.0
AlphaFi Lending,ALPHA,Lending,Sui,55330562.17391522,1.648711831000611,-6.030615131495026,0.0
Multipli.fi,-,Yield,"Ethereum, Binance, Avalanche, Monad, Arbitrum, Base",55117686.682280034,0.19457913571778818,-0.3389676422896457,0.0
JagPool Staked SOL,-,Liquid Staking,Solana,55054419.162078984,8.101888578460262,3.342917218582258,0.0
Yuzu Money,-,Yield,"Plasma, Monad",54428812.255933344,0.8602926123680845,9.577813223848892,0.0
