name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
DackieSwap V3,DACKIE,Dexs,"Base, X Layer, Arbitrum, Optimism, Mode, World Chain, Blast, Linea, inEVM, Ethereum, Unichain",24588.381598733493,0.9568976689490682,7.34282401548063,0.0
VivaLeva Protocol,-,Leveraged Farming,zkSync Era,24587.46541751938,0.21408252829797902,-4.708659074107487,0.0
SpringX,-,Yield,"Monad, Plasma",24557.36271658138,1.5652460431392115,1.6636186796488772,0.0
Cyberperp,CYB,Derivatives,"IOTA EVM, IOTA",24485.89825367285,1.5504921716415367,-9.009789549709794,0.0
DexPad,DxP,Launchpad,"Cronos, Polygon, Avalanche, Kava",24483.846782709716,0.04106173999080909,-6.286940084239845,0.0
Roots,MEAD,CDP,Berachain,24475.126521095248,-0.03899400493899918,-0.1459722126748062,0.0
tai.money,TAI,CDP,Ethereum,24467.821555647395,0.39137894360594316,-7.303854478391457,0.0
Axial,AXIAL,Dexs,Avalanche,24403.249860900483,-12.911857617799711,-33.5009895459155,0.0
Mars Lend,MARS,Lending,"Neutron, Osmosis, Terra",24390.855563759702,0.0010707407174948003,-0.0030592932024831043,0.0
Parallel Staking,-,Yield,Ethereum,24364.213736919573,5.914340259093009,10.120976150555009,0.0
Canary,CNR,Dexs,"Avalanche, Scroll",24347.427984981798,1.0554316714840297,2.0095334179408297,0.0
Capybara AMM,-,Dexs,Klaytn,24283.931239073645,2.5020986451903156,-11.538873819711242,0.0
Form Network,FORM,Chain,Ethereum,24281.765406647573,0.7531135776455784,-7.263541838957721,0.0
Morpho Optimizer CompoundV2,MORPHO,Lending,Ethereum,24252.430937989928,0.3044285632546604,-3.775816080906708,0.0
Tonic,-,Dexs,Near,24249.326726548217,0.4477098929754959,-6.241382777759696,0.0
BasisOS,BIOS,Basis Trading,Arbitrum,24196.01471671891,0.020320644239717467,-0.050538310305796585,0.0
Factor Leverage Vault,FCTR,Leveraged Farming,Arbitrum,24177.591173761888,0.5620683171404579,-23.19987023154738,0.0
MM Finance Polygon,MMF,Dexs,Polygon,24175.307808325582,0.04883408839828007,-3.3370477279888036,0.0
Jellyverse,JLY,Dexs,Sei,23963.78202587464,-1.3272680629757048,-2.6189957404556026,0.0
ISSUAA,ISS,Dexs,Scroll,23956.54493408556,0.05723874962752973,0.10859476422055536,0.0
HakuSwap,HAKU,Dexs,Avalanche,23854.972054672056,0.6939933240583969,-2.4985080679524003,0.0
QuipuSwap V2,QUIPU,Dexs,Tezos,23838.854304271932,1.6150821432569842,-7.486410604793448,0.0
JOJO,-,Derivatives,"Base, Arbitrum, Binance, zkSync Era",23781.45103428725,0.018282548057555914,-1.0027384472040808,0.0
XUSD Money,XUSD,Algo-Stables,Ethereum,23756.529035316584,0.23454616938560946,-3.279449284692248,0.0
SpookySwap V3,BOO,Dexs,"Fantom, Sonic, Bittorrent",23751.46087153985,-30.621292020847548,-43.68861884408943,0.0
The LifeDAO,-,CeDeFi,Arbitrum,23724.409297425947,0.01361828465658732,-3.3924872436295885,0.0
ILoop,-,Lending,Solana,23661.797270758387,6.401504132817507,3.4829275567742144,0.0
CrowdSwap,CROWD,Dexs,"Polygon, Binance, zkSync Era, Arbitrum, Ethereum",23642.60086977888,34.43778283788805,20.155998922626296,0.0
SuperFarm,SUPER,Services,Ethereum,23489.003217095214,13.87067066478238,-4.526261465920939,0.0
Fren Pets,-,Gaming,Base,23474.384251509196,0.12805038794884638,-8.860220064529386,0.0
BarnBridge,BOND,Yield Aggregator,"Ethereum, Optimism, Arbitrum",23466.295761220652,-49.842276437317366,-49.40178854137746,0.0
Equity,EQUAL,Derivatives,Fantom,23418.714568466807,3.4570562754859395,8.114810121909926,0.0
StraxSwap,-,Dexs,Stratis,23357.073707214444,3.871798380979797,15.633283576072415,0.0
Sirio Finance,-,Lending,Hedera,23287.464812535763,,,0.0
Tkoswap,-,Dexs,Taiko,23286.561376830578,,,0.0
Mover,MOVE,Yield,"Ethereum, Polygon",23250.69277678173,4.532961529687412,-2.6278610082302833,0.0
BNPL Pay,BNPL,Lending,Ethereum,23194.251631828847,,,0.0
SandClock,QUARTZ,Yield,Ethereum,23165.791447071973,0.1625895550885872,-1.17424218752042,0.0
SolidLizard Dex,SLIZ,Dexs,Arbitrum,23152.78720523905,0.3654141007327638,-3.539019291450586,0.0
OkieSwap V2,-,Dexs,X Layer,23137.389213054557,0.5511766349459748,-4.344113590878891,0.0
Trado Spot,-,Dexs,Flow,23085.61614050425,-2.305662965594024,-4.513323946763819,0.0
Pacoca,PACOCA,Yield,Binance,23027.535684889328,0.7833338288283613,-1.9661081739927795,0.0
Onchain Trade,OT,Derivatives,"zkSync Era, Base",23027.176790480753,1.053209668797848,-6.190624488048684,0.0
Adrastea LST,-,Liquid Staking,Solana,22951.229097853007,6.062557290813288,3.3102087758355196,0.0
SwanSwap,SWAN,Dexs,Shape,22899.843748048577,1.1573695877214618,-10.915512335409232,0.0
Bountive,-,Yield,Starknet,22887.972233197663,-0.0007859309770026357,-0.1831226499028844,0.0
Ion Protocol,-,Lending,Ethereum,22718.431956684228,-0.034383117325049284,-8.088266663979283,0.0
Superp,SUP,Derivatives,Binance,22717.855371970618,0.017130202118067928,-0.04397323350471538,0.0
CaviarNine Order Book,FLOOP,Dexs,Radix,22713.342118030618,3.2763568235177445,-17.00077575697925,0.0
PWN,-,Lending,"Polygon, Ethereum, Arbitrum, Optimism, Unichain, Base, xDai, Cronos, Linea, Binance, Mantle, World Chain",22638.471509300314,-2.242123846608152,-5.654722696063459,0.0
Ulysses,-,Bridge,"Ethereum, Metis, Optimism, Binance, Base, Avalanche, Sonic, Arbitrum, Berachain, Swellchain, Fraxtal, Polygon",22547.767249228273,0.33101033776064526,-5.459481561295803,0.0
Maia CL,MAIA,Dexs,Metis,22526.681208686634,-0.644631153509053,-4.700398092952739,0.0
Arena Launch,ARENA,Launchpad,Avalanche,22518.29224008325,6.088365025615033,10.987206467024379,0.0
Primex Finance,PMX,Derivatives,"Ethereum, Polygon, Arbitrum, Base",22516.820353266266,0.0763754208995806,-1.8850411233667046,0.0
Button Wrappers,-,CDP,"Base, Ethereum, Avalanche, Arbitrum",22480.048315440657,-0.7398523328362927,-9.432507152897529,0.0
Panda Chef,PNDA,Farm,Binance,22463.351298352198,1.1854964643095371,-2.84833854155886,0.0
Aladdin DAO,ALD,Yield Aggregator,Ethereum,22449.565048513297,-0.4595835910145496,-5.748870351211181,0.0
zLot,-,Liquid Staking,Ethereum,22443.43575597399,0.9948795485010749,-6.320761301158399,0.0
Astarter AMM,AA,Dexs,Cardano,22436.2013050828,3.0561058911471832,-8.254469781172475,0.0
Tempest Finance,-,Liquidity Manager,"Scroll, Ethereum, Swellchain, Binance, Optimism, Canto, Manta, Base, Arbitrum",22429.213311889645,-39.93638546568737,,0.0
Brahma Vaults (Sunset),-,Yield,"Ethereum, Polygon",22349.08152320002,0.1747834985325909,-0.26576927702589614,0.0
Torches,-,Lending,Kucoin,22332.69864207351,0.4678767401756261,-1.9820751442551483,0.0
AlienX,AIX,Chain,Ethereum,22276.24069851181,0.08090186792821896,-0.3000349955583488,0.0
Growth DeFi,xGRO,Yield,"Avalanche, Binance, Fantom",22252.103827105522,-0.08989839899864194,0.1440788558622046,0.0
Unblock Equity,-,RWA Lending,Base,22249.822124045862,0.04936720359927449,7.516425042473983,0.0
OraiDEX Pool V3,-,Dexs,Orai,22240.232484193886,16.743401920875684,23.119069997516732,0.0
Bodega Market,BODEGA,Prediction Market,Cardano,22142.948526879904,16.981395346438916,10.710651560834549,0.0
Paraluni Masterchef,T42,Yield,Binance,22024.251021088803,0.13432007035125082,-4.848912313145732,0.0
HaloFi,-,Services,"Polygon, Celo, Base",22007.140463804375,-0.08712852873777877,-0.9852588515276324,0.0
Deli Swap,-,Dexs,Base,21966.103043020154,0.04487317826263393,-2.637627064783402,0.0
DuckyDeFi,DEGG,Dexs,Cronos,21954.842686728858,0.16034603696625993,-2.8746712727162276,0.0
Levvy for Tokens,-,Lending,Cardano,21914.10772502246,,,0.0
Holdstation Swap,HOLD,Dexs,"zkSync Era, Berachain",21911.660045400466,1.4572438583585665,8.61663325734132,0.0
Vector Reserve,VEC,Indexes,Ethereum,21873.738120655777,0.006159608259224569,,0.0
TrueFi,TRU,Uncollateralized Lending,"Ethereum, Arbitrum",21718.146841624814,0.5520635934107503,-0.04950400998744442,0.0
ExinSwap,-,Dexs,Mixin,21705.49,,,0.0
Bitzy,-,Dexs,Botanix,21682.002825595817,0.02857040312396464,-3.534938032232347,0.0
Davos Protocol,-,CDP,"Binance, Ethereum, Polygon, Linea, Optimism, Polygon zkEVM, Arbitrum, Mode",21630.736588282405,0.40882662912152057,-81.09940552671279,0.0
Madness Finance,-,Dexs,Monad,21564.440471493865,,,0.0
Polynomial Earn,-,Options Vault,Optimism,21441.813815325037,-34.138836769827165,-6.321935967008102,0.0
Aurelius,-,CDP,Mantle,21391.135417521236,1.0321862330615375,-6.82063293011349,0.0
EZMoney,-,Liquidity Manager,"Base, Hyperliquid L1, Binance, Arbitrum",21312.17758041164,-3.357419186290855,107.09411761617721,0.0
Penguin,-,Dexs,Solana,21247.257702973653,-0.49442097160489595,-1.2240565874639344,0.0
Echelon Initia Bridge,ELON,Canonical Bridge,Initia,21204.303572736608,-9.298051393709471,-2.0767020145589896,0.0
Alkemi,ALK,Lending,Ethereum,21190.01085212929,0.34217401695602234,-4.367269206149956,0.0
AstroSwap,ASTRO,Dexs,Velas,21186.54870062043,3.508684709114007,-8.664515454598941,0.0
Numoen,-,Derivatives,"Arbitrum, Polygon, Celo",21183.677841941673,0.1969657646511962,-4.55812580795363,0.0
Hyperlock Finance,-,Yield,Blast,21108.86288586228,1.9703948173014112,-7.42098571909338,0.0
Kava Boost,-,Farm,Kava,21092.025676809815,0.076270325486675,-0.19036413471440028,0.0
Ocelex V2,-,Dexs,Zircuit,20964.363093881966,40.001063207239895,20.000168125841824,0.0
Forteswap,-,Dexs,Canto,20954.57381134903,0.004782188231033047,-0.062087628988862775,0.0
GoAPT,-,Liquid Staking,Aptos,20935.90045057132,0.30117026622207277,-10.161377827948385,0.0
CyborgSwap,CBO,Dexs,Cronos,20888.655279059494,0.6336122771802337,-3.038977027669432,0.0
StakeSteak,STEAK,Yield,Fantom,20819.920233952304,-0.3914155821207572,-0.7249017861873313,0.0
XPress Protocol,-,Dexs,Sonic,20816.190727371602,1.663675601003689,-21.64142356182826,0.0
Aster asBTC,ASTER,CeDeFi,Binance,20802.396488641378,0.7590767502559004,-5.450268296350558,0.0
Yapeswap,YAPE,Dexs,Ethereum,20708.1490249047,0.33117911780087184,-3.45771847290996,0.0
PowaDAP,POWA,Launchpad,"Base, Genesys, Binance",20690.571099101002,0.4543797440671682,,0.0
Telos Swap,SWAP,Dexs,Telos,20669.58346414487,0.15086640540286567,1.5653630574715294,0.0
Tropical Finance,DAIQUIRI,Dexs,smartBCH,20650.318065861917,5172.940818462568,5226.781841342228,0.0
Bow,-,Yield,Kujira,20577.174803855032,0.28743242225017696,-2.7703799076476514,0.0
KokomoSwap,KOKOMO,Dexs,Binance,20517.38831914517,0.2793981580566225,-1.1879008111663296,0.0
Morpho Optimizer AaveV3,MORPHO,Lending,Ethereum,20483.089704237485,0.24467973844942037,-4.549953081901322,0.0
Sense,-,Yield,Ethereum,20464.810693904346,1.0286412948916563,-5.8110611723146235,0.0
Cone,CONE,Dexs,Binance,20432.88032748431,0.20896250765957802,-0.654474468264894,0.0
Lorenzo stBTC,-,Restaked BTC,Bitcoin,20349.198730976088,0.30704688029952365,-5.050645422036453,0.0
Euler V1,EUL,Lending,Ethereum,20325.090351549614,1.5383260854637655,-5.49600051228407,0.0
Predy V3.2,-,Derivatives,Arbitrum,20322.52804851521,0.22016536220664307,-2.741313192877854,0.0
Mind Network,FHE,AI Agents,"Ethereum, Binance, Mind Network, Scroll",20311.15426555577,1.2323340182241793,,0.0
Organic Growth,-,Launchpad,Etherlink,20274.086637387354,3.9054874577187206,-6.781889266382336,0.0
Persistence DEX,-,Dexs,"Persistence, Babylon Genesis",20226.40821840097,-5.9628823531298565,-13.580395410186796,0.0
XORA,-,CeDeFi,Ripple,20223.578169452983,2.703395619260789,-22.383982969722467,0.0
Woken Exchange,WKN,Dexs,"Arbitrum, Binance",20223.262757577668,0.6182642280413262,-7.200998704027654,0.0
Bitparty,-,Farm,Bitlayer,20206.208889020127,0.1326837518124364,-4.773396471739346,0.0
zkSync Lite Bridge,-,Canonical Bridge,Ethereum,20199.384122009684,0.31434428613472676,-7.466666276042105,0.0
Yupana,-,Lending,Tezos,20196.199838789467,2.7562842924647697,-1.7507994272217786,0.0
Stablecoin for Impact,-,Charity Fundraising,Ethereum,20181.335258540945,0.041305021813059284,-0.010432842880362614,0.0
OrbitalSwap,ORB,Dexs,Binance,20165.092024809135,0.8099144443702357,-2.242252383181622,0.0
Singular Farm,SING,Yield,"Binance, Polygon, Avalanche, Fantom",20127.275411262475,-0.30205162395198215,-1.5836677619846569,0.0
Witty,-,Gaming,Abstract,20034.10307029654,0.919272624294905,-5.9425603825980176,0.0
StakedICP,-,Liquid Staking,ICP,20018.422174872576,4.597283962746317,-2.5898995107082214,0.0
Auctus,AUC,Options,Ethereum,19996.301878218594,0.051128011163996234,-2.9199546200444644,0.0
Vector Finance,VTX,Yield,Avalanche,19994.33919967652,2.9405839181656006,3.7833791498920135,0.0
Argo,-,CDP,Aptos,19713.064879396225,0.34291198161102443,-4.12970385891002,0.0
Butter.xyz,-,Dexs,Mantle,19705.180353210577,0.5461506418336057,-7.2296940614744045,0.0
GemKeeper,BLING,Dexs,Oasis,19565.928049584454,1.2217144496665497,-7.4211235273385086,0.0
Levva,-,Liquidity Manager,"Arbitrum, Ethereum, Base, Blast, Linea",19512.31110767634,0.1817496275561723,-4.898011392232718,0.0
Collex,-,Physical TCG,Aptos,19456.816350524958,0.014634430351861738,-0.04915966333835797,0.0
Universe Finance,UNT,Liquidity Manager,"Ethereum, Polygon",19390.31982254269,0.9639724212660923,-4.8506559182665825,0.0
TopShelf,LIQR,CDP,"Binance, Avalanche, Fantom",19379.402032318616,3.0159865897088594,-2.424124580161248,0.0
CreateMyToken,-,Launchpad,"Base, Ethereum, Binance, Polygon, Arbitrum, Avalanche, Optimism, Blast",19331.959141233554,0.08423206949208861,20.868934321959443,0.0
MYSO V2,-,Lending,"Arbitrum, Mantle, Ethereum, Telos, Evmos, Linea, Base",19313.013150942024,0.06534025557125744,-0.6230232816184156,0.0
Hydradex V2,-,Dexs,Hydra,19247.790503329375,,,0.0
GoatSwap V2,-,Dexs,Goat,19230.107373381165,-0.17771235439658994,5.3681254029086745,0.0
KordFi,-,Yield,Tezos,19180.457837569083,1.2881288559909478,-8.937926085643483,0.0
Pods Yield,-,Yield,Ethereum,19151.75097434552,1.300281322461288,-7.172868600509048,0.0
Bitmap Game,-,Gaming,Merlin,19120.707570965813,12.181106539246883,-6.421555343935381,0.0
RobiniaSwap,RBS,Dexs,Binance,18972.639900301667,0.513739982923255,-2.0675544337036627,0.0
PacificSwap V3,-,Dexs,Manta,18964.885862426,0.9988205865696784,-3.882031369208633,0.0
TronNRG,NRG,Staking Pool,Tron,18930.05491853847,-0.5800915332831664,-0.7553895416924519,0.0
Aquarius Loan,ARS,Lending,"Arbitrum, CORE",18912.349896364758,0.8863178985680094,-5.275193999701557,0.0
Dystopia,DYST,Dexs,Polygon,18907.85949577884,0.020463494683539807,-4.606175232838211,0.0
Chisino,-,Luck Games,MegaETH,18787.990205063266,-0.040832966744787313,0.4413293479878462,0.0
GoblinGold,-,Yield,Solana,18761.173189909423,6.4309114437117785,3.065169533091506,0.0
Particle DUO,PTC,CDP,Blast,18756.005722720703,1.2653493394007427,-7.880943427832406,0.0
CHFRY Finance,CHEESE,Lending,Ethereum,18681.43877341815,0.006938674898023578,-0.006462964139132055,0.0
Algem,-,Liquid Staking,Astar,18531.54238950407,0.8721261536203144,-3.125300850861251,0.0
ParaSpace APE Staking V1,-,Yield,Ethereum,18476.28772532313,5.433288556203664,15.075244893976219,0.0
Chakra,-,Restaked BTC,Bitcoin,18430.938314683597,0.12473931063752275,-5.4266950046849445,0.0
lendOS,-,Lending,"Neon, Hemi",18407.20332847668,-17.981455276606155,-21.06514584442776,0.0
MacaronSwap,MCRN,Dexs,"Binance, Polygon",18321.931778862632,0.246029810061259,-1.710085014908529,0.0
Solunea,-,Dexs,"zkSync Era, Arbitrum",18290.445164638266,0.047311647030667814,-2.6090592247626176,0.0
Polkaswap,PSWAP,Dexs,Sora,18282.260000000002,,,0.0
Blasterswap V3,-,Dexs,Blast,18236.784894536973,1.847520773226094,-6.4941380280265975,0.0
Gardens DAO,-,Governance Incentives,xDai,18196.444384993025,-4.372266816994667,-7.315652617090805,0.0
Waterfall DeFi,WTF,Yield Aggregator,"Binance, Avalanche",18178.534027178262,2.5864917818587685,4.600136933020309,0.0
Stabilize,SET,CDP,Avalanche,18155.60562069117,0.3569835082216173,-1.803616042666178,0.0
SupSwap V3,-,Dexs,Mode,18104.235071366853,-1.1007985793290942,-6.160548314778268,0.0
StakeStone SBTC,-,Indexes,"Ethereum, Binance",18062.403384354326,0.9538677316131441,-5.262718610867552,0.0
Goat Protocol,GOA,Yield Aggregator,"Arbitrum, Sonic",18058.873686073122,0.06988120689254629,-1.3123186086416467,0.0
BlastUp,BLASTUP,Farm,Blast,18016.94688653813,0.6665279601571541,-3.1924392386647327,0.0
hyperswap on Areum Network,-,Dexs,Areon Network,18001.496564100722,,,0.0
Quoll,QUO,Yield,Binance,18000.826653372387,-0.4312415165165788,0.14837330253136827,0.0
Golff Protocol,GOF,Yield,"Ethereum, Binance, Heco",17991.214150684013,,,0.0
Perpetual Bitcoin,PB,DCA Tools,Pulse,17980.721519462888,,,0.0
Xena Finance,XEN,Derivatives,Base,17971.67107832145,0.1659062353051297,-1.255125399613462,0.0
dAMM Finance,-,Uncollateralized Lending,Ethereum,17932.400107336238,0.05952785256329207,-5.026845773699236,0.0
CaviarNine HyperStake,-,Liquid Staking,Radix,17921.14172219252,16.923281768001004,-18.21814576040323,0.0
NAOS Finance,NAOS,RWA,"Binance, Ethereum",17889.745745251246,0.5082101163290389,0.595413996977129,0.0
Matter Defi,MTTR,Yield,Tezos,17868.03660696744,0.8393748839867783,-8.348109108213578,0.0
Wswap Bridge,-,Bridge,"Ethereum, Binance",17821.77602188224,0.8554665119217191,-9.161645993471609,0.0
Cycle Finance,CYCLE,Yield Aggregator,Avalanche,17821.370619972826,3.5605274437728696,2.8310177157170386,0.0
CoFiX,COFI,Dexs,Ethereum,17805.231603479922,0.4543715862603648,-7.836779983719282,0.0
Rigoblock,GRG,Onchain Capital Allocator,"Ethereum, Arbitrum, Optimism, Unichain, Base, Binance",17788.427543088037,6.76156199648959,5.249309189083647,0.0
Metropolis AMM,-,Dexs,Sonic,17775.389249621847,5.31580304955969,-33.018492861375336,0.0
VeRocket,-,Dexs,VeChain,17735.086682984613,1.109450902472659,-7.414888841382577,0.0
Pokeliquid,-,Derivatives,Solana,17716.91435271585,-5.232261990964915,31.76550579577281,0.0
Substance Exchange,-,Derivatives,"ZetaChain, Arbitrum",17716.35392693475,-0.8606700119338768,0.22983874824957695,0.0
DackieSwap V2,DACKIE,Dexs,"Base, Arbitrum, Optimism, Mode, X Layer, Blast, World Chain, Linea, inEVM, Ethereum, Unichain",17712.79639283214,1.3992141756900622,-7.2894549231039605,0.0
Meridian Lend,-,Lending,"Telos, Taiko, Meter, Fuse, Taraxa",17694.73539817391,21.821936661057137,10.91820086769033,0.0
SALSA,-,Liquid Staking,Elrond,17678.547544723217,3.3229520058627173,-10.493974783056743,0.0
Kim Vaults,-,Yield,Mode,17669.14553836062,-0.8096666863164614,-7.063396577186836,0.0
Gacha Markets,-,Prediction Market,Abstract,17602.28888883641,,,0.0
MFinance,MG,Yield,Ethereum,17600.20578465327,0.010495353887350234,-0.4981657624581288,0.0
Turbo,-,Dexs,Hyperliquid L1,17586.3277713057,1.2674980715823523,-3.4445309419558754,0.0
Forest V1,FOREST,Dexs,Binance,17579.783231668935,-0.6111066250298052,-1.4383382490835857,0.0
STRX Finance,SFI,Liquid Staking,Tron,17528.377798706726,-1.1333591851043252,-1.0624345217993323,0.0
Aptoswap,-,Dexs,Aptos,17486.658281748176,0.08797402963027423,-2.5539565028748115,0.0
Firebird,HOPE,DEX Aggregator,Polygon,17468.034865672023,0.18053233845473926,-1.1171545872329176,0.0
SwapperChan,WAIFU,Dexs,Boba,17458.827782417582,-0.3786933136126436,-2.605151795415594,0.0
Proteo Defi,PROTEO,Farm,Elrond,17454.33512831256,1.3284181568526492,-5.652716062064016,0.0
Struct Finance,-,Yield,Avalanche,17446.233116774125,2.0849070529647094,1.2099147253862697,0.0
SwapBased Perp,Base,Derivatives,Base,17368.511568835165,0.043381666487448456,0.005572562823047633,0.0
Fufuture V1,-,Derivatives,"Binance, Arbitrum",17338.24091841969,0.07073752173754144,-0.9560568387443453,0.0
zkMoonSwap,MOON,Dexs,Polygon zkEVM,17303.512897907833,-0.2904351544005408,-3.8603832383711847,0.0
BLEX,-,Derivatives,Arbitrum,17283.223106545032,0.04888156185218406,-0.04627056556046227,0.0
ENZO Finance,-,Lending,Bitlayer,17265.707091868033,0.3975124643284573,-2.1647768898973396,0.0
OpenXswap,OpenX,Dexs,Optimism,17216.59781682293,2.769320098380959,-2.7183921378479425,0.0
QIEDex,-,Dexs,QIE,17191.048159962636,,,0.0
DinoSwap,DINO,Dexs,Polygon,17147.279363133304,0.1645610441417915,-4.350079526363032,0.0
Arcadia V1,AAA,Leveraged Farming,"Ethereum, Optimism",17139.860947199813,0.5271919416675672,-5.796847769320806,0.0
Predy V2,-,Derivatives,Arbitrum,17136.286425390645,-0.0011141818679050175,-0.033729873057552595,0.0
Onsen Swap,ON,Dexs,zkSync Era,17102.762051471203,0.45753328988111264,-3.567553846078013,0.0
Atlendis V1,-,Uncollateralized Lending,Polygon,17098.21647594439,-0.06755214541701093,-0.5558540791496824,0.0
Thick,ELITE,Dexs,"Base, Fantom, Arbitrum, Sonic",17051.144962843915,-0.3996254124476195,-7.264853370400118,0.0
MSwap,-,Dexs,Matchain,17039.262175865337,1.0665890801377031,-2.40618613958695,0.0
BitChill,-,DCA Tools,RSK,17023.24342953171,0.7363050290026081,-0.07712688934670098,0.0
Hedgehog,HEDGEHOG,Liquidity Manager,Ethereum,16976.748905302065,0.4544036637000204,-7.975650735689513,0.0
Sailor,-,Dexs,Sei,16915.59959654075,-5.6185108112362485,-1.1327500455805364,0.0
Vooi V1,VOOI,Dexs,Linea,16914.481010209132,0.5093874508762752,0.20671554329285868,0.0
Elektrik,ELTK,Dexs,LightLink,16811.482003972644,-0.03894705281241784,-4.4528474908733955,0.0
Linkswap,-,Dexs,zkLink,16810.438069975815,25.947813358819445,15.615801701649318,0.0
Clober V2,-,Dexs,"Base, Monad, zkSync Era",16725.112222270225,0.5140673984605542,-4.659990392237788,0.0
ClaimSwap V2,CLA,Dexs,Klaytn,16669.535052136387,0.1305031627004638,0.3318669451134042,0.0
SashimiSwap,SASHIMI,Dexs,"Binance, Ethereum, Heco",16650.698074452073,0.24277790490876328,-2.5733638100711005,0.0
Ladex Exchange,-,Dexs,Lachain,16594.941282288648,,,0.0
Relend Network,-,Risk Curators,"Ethereum, Base, Swellchain",16551.601650053704,0.023395960546054084,-0.2900569843157541,0.0
Sui Pearl,PRL,Yield Aggregator,Sui,16535.966045959856,0.6721563463406142,-0.6520861466539856,0.0
Blume,-,Lending,Blast,16532.51868556081,0.5877535958064755,-2.3482618509534916,0.0
Voltage Lending,VOLT,Lending,Fuse,16504.949933813226,-6.314662683443345,,0.0
Composable Finance,LAYR,Cross Chain Bridge,"Ethereum, Polygon, Arbitrum",16491.84908719149,0.00975971170649359,-0.1570933216118391,0.0
Fufuture V2,-,Options,"Binance, Base, Conflux, Op_Bnb, Acala",16460.768117691132,8.08038536713029,-13.290678055142592,0.0
WoodSwap,-,Dexs,RSK,16417.964881711847,-0.6682516091682515,-7.835411885768153,0.0
Yieldoor,-,Leveraged Farming,"Ethereum, Base, Sonic",16401.178283555102,0.11406147932075328,-1.0255711605194051,0.0
Agility LSD,AGI,Indexes,Ethereum,16388.52991028152,1.6396628135457547,-7.407853382140203,0.0
Vicuna Lending,-,Lending,Sonic,16369.266819301856,0.3861732965502256,-5.289071574830686,0.0
Tsunami V3,-,Dexs,Ink,16365.030866469117,0.9238346078042952,-8.470523778111712,0.0
VirBiCoin DEX,-,Dexs,VirBiCoin,16348.858357869776,0.030590789282896935,-0.07412119511633364,0.0
OkieSwap Stableswap,-,Dexs,X Layer,16282.870653127326,-1.6743806080052508,3.516496059356001,0.0
Gas404Swap,GAS,Dexs,Binance,16264.806297279434,2.341579656649202,-2.316752079496112,0.0
WeDeFin,-,Indexes,"Base, Ethereum, Arbitrum",16196.135154483667,0.14390258828673552,-2.042235242573227,0.0
VeryLongSwap AMM,-,Dexs,Astar zkEVM,16181.891995966416,,,0.0
Retro,RETRO,Dexs,Polygon,16134.812707078765,0.4647796321884101,14.31344051638122,0.0
Solidex,SEX,Yield Aggregator,Fantom,16072.864109323262,-2.693705399171762,-16.59988788984397,0.0
Cap Finance V4,CAP,Derivatives,"Arbitrum, Base",16015.540812111358,0.7040915809288748,-5.998223152673091,0.0
Baguette,BAG,Dexs,Avalanche,15970.636067386587,5.918987898355084,10.598300081570258,0.0
Stabl.fi V2,-,Yield,Polygon,15970.408732276821,0.018506297749311784,0.04949291158995095,0.0
Mage Finance,-,Lending,Merlin,15957.318977569568,,,0.0
InkSwap,-,Dexs,Ink,15943.17655779268,-0.12283937170933257,-7.976961301194777,0.0
TonPools,-,Staking Pool,TON,15876.167234908542,,,0.0
Swipe,SXP,Dexs,"Binance, Ethereum",15854.182283502767,1.0915737913717436,-2.3103753691952846,0.0
HaloTrade Cosmos,-,Dexs,Aura Network,15837.183241798464,0.9995187947745166,-3.36738873233368,0.0
Cadabra Finance,ABRA,Yield Aggregator,"Sonic, Binance, Arbitrum",15834.709784595707,4.111215955208735,28.587701930414084,0.0
KlaySwap V3,KSP,Dexs,Klaytn,15811.106852225046,2.1606786088797634,-2.42322475770564,0.0
Stake.ly,-,Liquid Staking,Klaytn,15754.602662262449,3.912859064902648,-5.770608370923512,0.0
Stroom,-,Liquid Staking,Bitcoin,15754.124417753039,2.789699584357237,-5.0510140045785334,0.0
Ape.Store,-,Launchpad,"Base, Ethereum",15728.178022919554,0.07953717102628843,-7.7436288677968435,0.0
Huckleberry AMM,FINN,Dexs,"Moonriver, CLV",15709.209970895714,5.355386006396131,-3.9758186544465275,0.0
PolkaEx,PKEX,Dexs,"Astar, Shiden, Binance, Ethereum, Polygon",15687.07591628079,,,0.0
Croblanc,CROBLANC,Yield,Cronos,15682.954682237167,0.27120295326407984,-0.10331409898290644,0.0
ElectroSwap V2,BOLT,Dexs,Electroneum,15638.10997673899,4.68880322587826,11.572262206297609,0.0
Goku Money,GOK,CDP,Manta,15604.937389171484,0.40059980013707275,-0.8567390706107858,0.0
Cryptex V2,CTX,Derivatives,Arbitrum,15579.975760218402,0.017535066266447075,0.008729496160043482,0.0
Gaj Finance,GAJ,Yield,"Avalanche, Polygon",15563.31860557572,0.2003831850401241,-5.710853095570727,0.0
Bolide,BLID,Yield Aggregator,"Binance, Polygon",15474.246561563901,0.040922796834010455,-0.30052801025034626,0.0
AmpleSwap,AMPLE,Dexs,"Binance, DSC, ALV",15454.492182320355,1.4512730484826193,-3.1954333768869816,0.0
Koala Defi,NALIS,Farm,"Binance, Polygon",15446.31806032006,0.6119875223186284,-2.238030379937527,0.0
PinSwap,-,Dexs,IoTeX,15379.064134664599,-3.2085518446285874,-11.631782484188918,0.0
